IE_XML_ID;IE_NAME;IE_SORT;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP27;IP_PROP29;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP37;IP_PROP38;IP_PROP40;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP49;IP_PROP50;IP_PROP51;IP_PROP52;IP_PROP53;IP_PROP54;IP_PROP55;IP_PROP56;IP_PROP57;IP_PROP58;IP_PROP59;IP_PROP60;IP_PROP61;IP_PROP62;IP_PROP63;IP_PROP64;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
171;F-0008;500;;;/upload/iblock/be0/be0e0015a7c8986774866600a6448613.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;;;;WD-TF-F-0008;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
172;3D slider-0001;500;;;/upload/iblock/4a5/4a533a7d4ff2f9a344ff276ffc1d1bda.jpg;;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;3D slider;Mixed;30;Lucky Rose;;;;WD-TF-3D-0001;;;;;;;;;;;;;;;;;;;3D slider;;;200;0;0;0;0;;;1.99;USD
173;F-0009;500;;;/upload/iblock/b2b/b2b538aff6317b1737849258e7a127c2.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;;;;WD-TF-F-0009;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
174;F-0010;500;;;/upload/iblock/c85/c859e3b956eba6ac1c65ff15880e7222.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Lace;A thin transparent film of 8-10 microns.;F;Lace;14;Lucky Rose;;;;WD-TF-F-0010;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
175;F-0011;500;;;/upload/iblock/261/26153bd5e12e476099031d666c263fcd.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;;;;WD-TF-F-0011;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
176;F-0012;500;;;/upload/iblock/2f7/2f7f2ecd23070ede66e523c43cca8875.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;F;Inscriptions;14;Lucky Rose;;;;WD-TF-F-0012;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
177;F-0013;500;;;/upload/iblock/b29/b29a227e7fc63d2c54df8cf51d76d1cc.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0013;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
178;F-0014;500;;;/upload/iblock/836/8364693eade223c48d0dd41390197376.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0014;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
179;F-0015;500;;;/upload/iblock/32a/32a81f20a61c82852ddd1999989e4112.png;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0015;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
180;F-0016;500;;;/upload/iblock/206/206abc3382cff5d0650a29c05f5d3485.png;;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0016;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1.99;USD
