IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP27;IP_PROP29;IP_PROP36;IP_PROP70;IP_PROP76;IP_PROP71;IP_PROP75;IP_PROP72;IP_PROP74;IP_PROP37;IP_PROP38;IP_PROP40;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP51;IP_PROP53;IP_PROP59;IP_PROP50;IP_PROP52;IP_PROP57;IP_PROP61;IP_PROP54;IP_PROP56;IP_PROP49;IP_PROP55;IP_PROP58;IP_PROP60;IP_PROP63;IP_PROP62;IP_PROP64;IC_GROUP0;IC_GROUP1;IC_GROUP2
269;F-0105;269;Y;;;;;text;/upload/iblock/015/015aa8800ba3cafe162246fa8e0213cd.png;Colorful water decal on transparent film. Use only on white background.;text;0105_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0105;;;;;;;;;;;;;;;;;;;F series;;
270;F-0106;270;Y;;;;;text;/upload/iblock/e7f/e7f53ee1f4950f13fceecc37a8d2a274.png;Colorful water decal on transparent film. Use only on white background.;text;0106_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0106;;;;;;;;;;;;;;;;;;;F series;;
271;F-0107;271;Y;;;;;text;/upload/iblock/df2/df2ebbdf38c08b3f79c1d2ccf3564392.png;Colorful water decal on transparent film. Use only on white background.;text;0107_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0107;;;;;;;;;;;;;;;;;;;F series;;
272;F-0108;272;Y;;;;;text;/upload/iblock/269/269c0e3ff61e789ec38cc45e0f323a76.png;Colorful water decal on transparent film. Use only on white background.;text;0108_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0108;;;;;;;;;;;;;;;;;;;F series;;
273;F-0109;273;Y;;;;;text;/upload/iblock/fcf/fcf0397f204136bf39066d6fc967110c.png;Colorful water decal on transparent film. Use only on white background.;text;0109_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0109;;;;;;;;;;;;;;;;;;;F series;;
274;F-0110;274;Y;;;;;text;/upload/iblock/91c/91c9ff50d8ec517e10b3217b57a30dc0.png;Colorful water decal on transparent film. Use only on white background.;text;0110_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0110;;;;;;;;;;;;;;;;;;;F series;;
275;F-0111;275;Y;;;;;text;/upload/iblock/2c1/2c1183537bcf1872a3729c12bc2f663f.png;Colorful water decal on transparent film. Use only on white background.;text;0111_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0111;;;;;;;;;;;;;;;;;;;F series;;
276;F-0112;276;Y;;;;;text;/upload/iblock/fb0/fb0e186e0757d80557a01552a033d0ae.png;Colorful water decal on transparent film. Use only on white background.;text;0112_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0112;;;;;;;;;;;;;;;;;;;F series;;
277;F-0113;277;Y;;;;;text;/upload/iblock/596/596e6b205b72cfbc0832f7d0826539a9.png;Colorful water decal on transparent film. Use only on white background.;text;0113_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0113;;;;;;;;;;;;;;;;;;;F series;;
278;F-0114;278;Y;;;;;text;/upload/iblock/1c0/1c084065a18496bfacd6ed8f343e5037.png;Colorful water decal on transparent film. Use only on white background.;text;0114_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0114;;;;;;;;;;;;;;;;;;;F series;;
279;F-0115;279;Y;;;;;text;/upload/iblock/c8f/c8fd1172a9592d19153a534682d73e06.png;Colorful water decal on transparent film. Use only on white background.;text;0115_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0115;;;;;;;;;;;;;;;;;;;F series;;
280;F-0116;280;Y;;;;;text;/upload/iblock/746/746d3208bc4e3355336441466ed5c656.png;Colorful water decal on transparent film. Use only on white background.;text;0116_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0116;;;;;;;;;;;;;;;;;;;F series;;
281;F-0117;281;Y;;;;;text;/upload/iblock/e43/e43bae674405e448bb5513d6401979a1.png;Colorful water decal on transparent film. Use only on white background.;text;0117_f;500;;;;Colorful;Geometry;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Geometry;;;;WD-TF-F-0117;;;;;;;;;;;;;;;;;;;F series;;
282;F-0118;282;Y;;;;;text;/upload/iblock/846/846df81ddf76f404595afe1df0d91589.png;Colorful water decal on transparent film. Use only on white background.;text;0118_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0118;;;;;;;;;;;;;;;;;;;F series;;
283;F-0119;283;Y;;;;;text;/upload/iblock/daa/daa79123942a1f41fe59fa64ce90d1af.png;Colorful water decal on transparent film. Use only on white background.;text;0119_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Animals;;;;WD-TF-F-0119;;;;;;;;;;;;;;;;;;;F series;;
284;F-0120;284;Y;;;;;text;/upload/iblock/638/6381e68b6f420046e114ba6cab10069f.png;Colorful water decal on transparent film. Use only on white background.;text;0120_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0120;;;;;;;;;;;;;;;;;;;F series;;
285;F-0121;285;Y;;;;;text;/upload/iblock/842/8420365c466795f4063c08a7b2d6800e.png;Colorful water decal on transparent film. Use only on white background.;text;0121_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0121;;;;;;;;;;;;;;;;;;;F series;;
286;F-0122;286;Y;;;;;text;/upload/iblock/6cc/6cc89d585497cb9f53cec571e9b50222.png;Colorful water decal on transparent film. Use only on white background.;text;0122_f;500;;;;Colorful;Thematic;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Thematic;;;;WD-TF-F-0122;;;;;;;;;;;;;;;;;;;F series;;
287;F-0123;287;Y;;;;;text;/upload/iblock/47f/47fe0000bd9f85f16641a77547891725.png;Colorful water decal on transparent film. Use only on white background.;text;0123_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0123;;;;;;;;;;;;;;;;;;;F series;;
288;F-0124;288;Y;;;;;text;/upload/iblock/eb3/eb3c1fdc89b34e9cf1814ead955b48f7.png;Colorful water decal on transparent film. Use only on white background.;text;0124_f;500;;;;Colorful;Butterfly;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Butterfly;;;;WD-TF-F-0124;;;;;;;;;;;;;;;;;;;F series;;
289;F-0125;289;Y;;;;;text;/upload/iblock/f33/f337e052821afc3ad4d14c3631a68053.png;Colorful water decal on transparent film. Use only on white background.;text;0125_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0125;;;;;;;;;;;;;;;;;;;F series;;
290;F-0126;290;Y;;;;;text;/upload/iblock/00f/00fb74267d36e78264527f4fe2e0f4bb.png;Colorful water decal on transparent film. Use only on white background.;text;0126_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0126;;;;;;;;;;;;;;;;;;;F series;;
291;F-0127;291;Y;;;;;text;/upload/iblock/850/850940cd4ff173a9548edb244d9ed182.png;Colorful water decal on transparent film. Use only on white background.;text;0127_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0127;;;;;;;;;;;;;;;;;;;F series;;
292;F-0128;292;Y;;;;;text;/upload/iblock/472/47285ddfe58cb4d7ffb02180381e346a.png;Colorful water decal on transparent film. Use only on white background.;text;0128_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0128;;;;;;;;;;;;;;;;;;;F series;;
293;F-0129;293;Y;;;;;text;/upload/iblock/1d0/1d031e39215e74e7424792e16dd673fc.png;Colorful water decal on transparent film. Use only on white background.;text;0129_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0129;;;;;;;;;;;;;;;;;;;F series;;
294;F-0130;294;Y;;;;;text;/upload/iblock/dfb/dfbdb7be2cf779a69cfa30ccb4f4c574.png;Colorful water decal on transparent film. Use only on white background.;text;0130_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0130;;;;;;;;;;;;;;;;;;;F series;;
295;F-0131;295;Y;;;;;text;/upload/iblock/9a5/9a51c85d0e4f64f1902d4c9b9ec16577.png;Colorful water decal on transparent film. Use only on white background.;text;0131_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0131;;;;;;;;;;;;;;;;;;;F series;;
296;F-0132;296;Y;;;;;text;/upload/iblock/327/3278f7dc668f662ab02d1d11bc4ce350.png;Colorful water decal on transparent film. Use only on white background.;text;0132_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0132;;;;;;;;;;;;;;;;;;;F series;;
297;F-0133;297;Y;;;;;text;/upload/iblock/0cf/0cfb7704f057dfe6a29d4077f3b88334.png;Colorful water decal on transparent film. Use only on white background.;text;0133_f;500;;;;Colorful;Inscriptions;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Inscriptions;;;;WD-TF-F-0133;;;;;;;;;;;;;;;;;;;F series;;
298;F-0134;298;Y;;;;;text;/upload/iblock/458/458bb8f8b8a817337529b1ee4a51baa2.png;Colorful water decal on transparent film. Use only on white background.;text;0134_f;500;;Popular;;Colorful;Geometry;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Geometry;;;;WD-TF-F-0134;;;;;;;;;;;;;;;;;;;F series;;
299;F-0135;299;Y;;;;;text;/upload/iblock/5e6/5e6a93e15820e0541f07764b18495cb5.png;Colorful water decal on transparent film. Use only on white background.;text;0135_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0135;;;;;;;;;;;;;;;;;;;F series;;
300;F-0136;300;Y;;;;;text;/upload/iblock/a20/a20f32e2ac09d8767ff9a48744e7360a.png;Colorful water decal on transparent film. Use only on white background.;text;0136_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0136;;;;;;;;;;;;;;;;;;;F series;;
301;F-0137;301;Y;;;;;text;/upload/iblock/781/7813c439e5422882a534094689856db4.png;Colorful water decal on transparent film. Use only on white background.;text;0137_f;500;;Popular;;Colorful;Fruits;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Fruits;;;;WD-TF-F-0137;;;;;;;;;;;;;;;;;;;F series;;
302;F-0138;302;Y;;;;;text;/upload/iblock/c81/c81c33d3104e756a52bedccb785c6380.png;Colorful water decal on transparent film. Use only on white background.;text;0138_f;500;;Popular;;Colorful;Fruits;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Fruits;;;;WD-TF-F-0138;;;;;;;;;;;;;;;;;;;F series;;
303;F-0139;303;Y;;;;;text;/upload/iblock/1a6/1a613db9cdbdfc7dd39c1cc223321f8d.png;Colorful water decal on transparent film. Use only on white background.;text;0139_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0139;;;;;;;;;;;;;;;;;;;F series;;
304;F-0140;304;Y;;;;;text;/upload/iblock/42b/42bf683ee19b9f1e767ba99c6008cb1d.png;Colorful water decal on transparent film. Use only on white background.;text;0140_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0140;;;;;;;;;;;;;;;;;;;F series;;
305;F-0141;305;Y;;;;;text;/upload/iblock/107/10703e1f4f5bb20d6366c61375dbe771.png;Colorful water decal on transparent film. Use only on white background.;text;0141_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0141;;;;;;;;;;;;;;;;;;;F series;;
306;F-0142;306;Y;;;;;text;/upload/iblock/280/2805c0aebc28b378b5a797123c4c1187.png;Colorful water decal on transparent film. Use only on white background.;text;0142_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0142;;;;;;;;;;;;;;;;;;;F series;;
307;F-0143;307;Y;;;;;text;/upload/iblock/705/7051287e9a2fd3c1c1dbf91f65beb0df.png;Colorful water decal on transparent film. Use only on white background.;text;0143_f;500;;Popular;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0143;;;;;;;;;;;;;;;;;;;F series;;
308;F-0144;308;Y;;;;;text;/upload/iblock/17a/17a6b5915d5a23c92db32ee70684ef17.png;Colorful water decal on transparent film. Use only on white background.;text;0144_f;500;;Popular;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0144;;;;;;;;;;;;;;;;;;;F series;;
309;F-0145;309;Y;;;;;text;/upload/iblock/681/6814a23c18103c62e08198b3c8b56374.png;Colorful water decal on transparent film. Use only on white background.;text;0145_f;500;;Popular;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0145;;;;;;;;;;;;;;;;;;;F series;;
310;F-0146;310;Y;;;;;text;/upload/iblock/9aa/9aac40b5e397bf976413fb022d64b72f.png;Colorful water decal on transparent film. Use only on white background.;text;0146_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Others;;;;WD-TF-F-0146;;;;;;;;;;;;;;;;;;;F series;;
311;F-0147;311;Y;;;;;text;/upload/iblock/781/7814d977a93fd11eafddccb604cfd1cd.png;Colorful water decal on transparent film. Use only on white background.;text;0147_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0147;;;;;;;;;;;;;;;;;;;F series;;
312;F-0148;312;Y;;;;;text;/upload/iblock/aad/aad5ef9876917e060adc467014a3e6d6.png;Colorful water decal on transparent film. Use only on white background.;text;0148_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Flowers;;;;WD-TF-F-0148;;;;;;;;;;;;;;;;;;;F series;;
313;F-0149;313;Y;;;;;text;/upload/iblock/b6a/b6a53e45f93ec08c61012a4f7895e388.png;Colorful water decal on transparent film. Use only on white background.;text;0149_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0149;;;;;;;;;;;;;;;;;;;F series;;
314;F-0150;314;Y;;;;;text;/upload/iblock/c4a/c4a004d152bf59e2a9382a0bee8640a4.png;Colorful water decal on transparent film. Use only on white background.;text;0150_f;500;;Popular;;;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0150;;;;;;;;;;;;;;;;;;;F series;;
315;F-0151;315;Y;;;;;text;/upload/iblock/144/1449b66c9bc118393343cb83e8aed598.png;Colorful water decal on transparent film. Use only on white background.;text;0151_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0151;;;;;;;;;;;;;;;;;;;F series;;
316;F-0152;316;Y;;;;;text;/upload/iblock/b54/b5401b4f745d6483b731bf5401af21f3.png;Colorful water decal on transparent film. Use only on white background.;text;0152_f;500;;;;;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0152;;;;;;;;;;;;;;;;;;;F series;;
317;F-0153;317;Y;;;;;text;/upload/iblock/32b/32b929d1da9af22d8e04b7e7d353b9b9.png;Colorful water decal on transparent film. Use only on white background.;text;0153_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Flowers;;;;WD-TF-F-0153;;;;;;;;;;;;;;;;;;;F series;;
318;F-0154;318;Y;;;;;text;/upload/iblock/bbe/bbe46833d4a66a213f04aa7a46c2ac80.png;Colorful water decal on transparent film. Use only on white background.;text;0154_f;500;;;;Colorful;Heroes;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Heroes;;;;WD-TF-F-0154;;;;;;;;;;;;;;;;;;;F series;;
319;F-0155;319;Y;;;;;text;/upload/iblock/ebf/ebf1df342a5f89061f23fdde2a61fb54.png;Colorful water decal on transparent film. Use only on white background.;text;0155_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0155;;;;;;;;;;;;;;;;;;;F series;;
320;F-0156;320;Y;;;;;text;/upload/iblock/f30/f3018f0ebdff26547858f1f95e879ac3.png;Colorful water decal on transparent film. Use only on white background.;text;0156_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0156;;;;;;;;;;;;;;;;;;;F series;;
321;F-0157;321;Y;;;;;text;/upload/iblock/18e/18ed270c966959ebd13136afe4e9d258.png;Colorful water decal on transparent film. Use only on white background.;text;0157_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0157;;;;;;;;;;;;;;;;;;;F series;;
322;F-0158;322;Y;;;;;text;/upload/iblock/4aa/4aa90f365367e82f008d9cce3a6532e1.png;Colorful water decal on transparent film. Use only on white background.;text;0158_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0158;;;;;;;;;;;;;;;;;;;F series;;
323;F-0159;323;Y;;;;;text;/upload/iblock/52f/52f965e0f5718050d857fda16cee9045.png;Colorful water decal on transparent film. Use only on white background.;text;0159_f;500;;;;Colorful;People;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;People;;;;WD-TF-F-0159;;;;;;;;;;;;;;;;;;;F series;;
324;F-0160;324;Y;;;;;text;/upload/iblock/a1a/a1ac74767eea5a55ae8aea7411699d11.png;Colorful water decal on transparent film. Use only on white background.;text;0160_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0160;;;;;;;;;;;;;;;;;;;F series;;
325;F-0161;325;Y;;;;;text;/upload/iblock/3d8/3d846a13ab612e1046b7f8d5c9bbba43.png;Colorful water decal on transparent film. Use only on white background.;text;0161_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0161;;;;;;;;;;;;;;;;;;;F series;;
325;F-0161;325;Y;;;;;text;/upload/iblock/3d8/3d846a13ab612e1046b7f8d5c9bbba43.png;Colorful water decal on transparent film. Use only on white background.;text;0161_f;500;;Recommend;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0161;;;;;;;;;;;;;;;;;;;F series;;
326;F-0162;326;Y;;;;;text;/upload/iblock/113/113239b55ee4211662954f137f683056.png;Colorful water decal on transparent film. Use only on white background.;text;0162_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0162;;;;;;;;;;;;;;;;;;;F series;;
327;F-0163;327;Y;;;;;text;/upload/iblock/a65/a65a397841c9f670600755e61e0166cf.png;Colorful water decal on transparent film. Use only on white background.;text;0163_f;500;;;;Colorful;Inscriptions;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Inscriptions;;;;WD-TF-F-0163;;;;;;;;;;;;;;;;;;;F series;;
328;F-0164;328;Y;;;;;text;/upload/iblock/34f/34fe49897ce3a66fc06a465e6a8b5ab7.png;Colorful water decal on transparent film. Use only on white background.;text;0164_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0164;;;;;;;;;;;;;;;;;;;F series;;
329;F-0165;329;Y;;;;;text;/upload/iblock/84b/84b8c30da7813676a7814423cf11d6af.png;Colorful water decal on transparent film. Use only on white background.;text;0165_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0165;;;;;;;;;;;;;;;;;;;F series;;
330;F-0166;330;Y;;;;;text;/upload/iblock/6cf/6cf9652374a88de3f752c5f6cf39d408.png;Colorful water decal on transparent film. Use only on white background.;text;0166_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0166;;;;;;;;;;;;;;;;;;;F series;;
331;F-0167;331;Y;;;;;text;/upload/iblock/880/880ba371db43d869ec38182086ddb7f6.png;Colorful water decal on transparent film. Use only on white background.;text;0167_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0167;;;;;;;;;;;;;;;;;;;F series;;
332;F-0168;332;Y;;;;;text;/upload/iblock/061/061e1e30ae0e5ca9149bb2f423bfda2e.png;Colorful water decal on transparent film. Use only on white background.;text;0168_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0168;;;;;;;;;;;;;;;;;;;F series;;
333;F-0169;333;Y;;;;;text;/upload/iblock/025/025f41e2ec4a7c47f079679763473a31.png;Colorful water decal on transparent film. Use only on white background.;text;0169_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0169;;;;;;;;;;;;;;;;;;;F series;;
334;F-0170;334;Y;;;;;text;/upload/iblock/f7d/f7dd88baf8a5e70721c85571df1f66f6.png;Colorful water decal on transparent film. Use only on white background.;text;0170_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0170;;;;;;;;;;;;;;;;;;;F series;;
335;F-0171;335;Y;;;;;text;/upload/iblock/085/0852bb6477c2b3604e4af39d67c437f5.png;Colorful water decal on transparent film. Use only on white background.;text;0171_f;500;;Recommend;;Colorful;Geometry;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Geometry;;;;WD-TF-F-0171;;;;;;;;;;;;;;;;;;;F series;;
336;F-0172;336;Y;;;;;text;/upload/iblock/948/948d976d7dfd2f26adc21424d965d16e.png;Colorful water decal on transparent film. Use only on white background.;text;0172_f;500;;Recommend;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0172;;;;;;;;;;;;;;;;;;;F series;;
337;F-0173;337;Y;;;;;text;/upload/iblock/227/2278a95251a009bc4b6f985efebcfef5.png;Colorful water decal on transparent film. Use only on white background.;text;0173_f;500;;;;Colorful;People;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;People;;;;WD-TF-F-0173;;;;;;;;;;;;;;;;;;;F series;;
338;F-0174;338;Y;;;;;text;/upload/iblock/a56/a56ede8bb59aad48df0d77850532ce7f.png;Colorful water decal on transparent film. Use only on white background.;text;0174_f;500;;;;Colorful;Geometry;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Geometry;;;;WD-TF-F-0174;;;;;;;;;;;;;;;;;;;F series;;
339;F-0175;339;Y;;;;;text;/upload/iblock/dfa/dfa07dd27a681290791ad98c614efd1a.png;Colorful water decal on transparent film. Use only on white background.;text;0175_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0175;;;;;;;;;;;;;;;;;;;F series;;
340;F-0176;340;Y;;;;;text;/upload/iblock/875/87536fcad27b096e43a6b7399a330411.png;Colorful water decal on transparent film. Use only on white background.;text;0176_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0176;;;;;;;;;;;;;;;;;;;F series;;
341;F-0177;341;Y;;;;;text;/upload/iblock/f7d/f7d0beab9d50f98eb1b925f21d97a223.png;Colorful water decal on transparent film. Use only on white background.;text;0177_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0177;;;;;;;;;;;;;;;;;;;F series;;
342;F-0178;342;Y;;;;;text;/upload/iblock/85a/85a6674d34b24ba7b2ef6537b2524e94.png;Colorful water decal on transparent film. Use only on white background.;text;0178_f;500;;Recommend;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0178;;;;;;;;;;;;;;;;;;;F series;;
343;F-0179;343;Y;;;;;text;/upload/iblock/9e9/9e958291ee49a17303193ca1d2bebed0.png;Colorful water decal on transparent film. Use only on white background.;text;0179_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0179;;;;;;;;;;;;;;;;;;;F series;;
344;F-0180;344;Y;;;;;text;/upload/iblock/322/322312563ff0584b0042619f31953e07.png;Colorful water decal on transparent film. Use only on white background.;text;0180_f;500;;Popular;;Colorful;Geometry;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Geometry;;;;WD-TF-F-0180;;;;;;;;;;;;;;;;;;;F series;;
345;F-0181;345;Y;;;;;text;/upload/iblock/43a/43a7fe566d3ea25d7e862341fd977c8c.png;Colorful water decal on transparent film. Use only on white background.;text;0181_f;500;;New;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0181;;;;;;;;;;;;;;;;;;;F series;;
346;F-0182;346;Y;;;;;text;/upload/iblock/002/002a37e06f3fbba6fd27cf00a82f0da1.png;Colorful water decal on transparent film. Use only on white background.;text;0182_f;500;;New;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Flowers;;;;WD-TF-F-0182;;;;;;;;;;;;;;;;;;;F series;;
347;F-0183;347;Y;;;;;text;/upload/iblock/702/7027f31078c3cf93d2e1357682da69c0.png;Colorful water decal on transparent film. Use only on white background.;text;0183_f;500;;New;;Colorful;Heroes;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Heroes;;;;WD-TF-F-0183;;;;;;;;;;;;;;;;;;;F series;;
348;F-0184;348;Y;;;;;text;/upload/iblock/c4b/c4bfc69abca1e0f132a4cc1c05e504de.png;Colorful water decal on transparent film. Use only on white background.;text;0184_f;500;;New;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0184;;;;;;;;;;;;;;;;;;;F series;;
