IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP27;IP_PROP29;IP_PROP36;IP_PROP70;IP_PROP76;IP_PROP71;IP_PROP75;IP_PROP72;IP_PROP74;IP_PROP37;IP_PROP38;IP_PROP40;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP51;IP_PROP53;IP_PROP59;IP_PROP50;IP_PROP52;IP_PROP57;IP_PROP61;IP_PROP54;IP_PROP56;IP_PROP49;IP_PROP55;IP_PROP58;IP_PROP60;IP_PROP63;IP_PROP62;IP_PROP64;IC_GROUP0;IC_GROUP1;IC_GROUP2
189;F-0025;189;Y;;;;;text;/upload/iblock/2f1/2f178cdbeab4f9828971e4e90ffe85a8.png;Colorful water decal on transparent film. Use only on white background.;text;0025_f;500;;;;Colorful;Fruits;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Fruits;;;;WD-TF-F-0025;;;;;;;;;;;;;;;;;;;F series;;
190;F-0026;190;Y;;;;;text;/upload/iblock/b3e/b3ed7554c162dd4275d68c56b0699230.png;Colorful water decal on transparent film. Use only on white background.;text;0026_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0026;;;;;;;;;;;;;;;;;;;F series;;
191;F-0027;191;Y;;;;;text;/upload/iblock/06b/06b91d19670a1b8c24b53c3de11a7f18.png;Colorful water decal on transparent film. Use only on white background.;text;0027_f;500;;;;Colorful;Butterfly;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Butterfly;;;;WD-TF-F-0027;;;;;;;;;;;;;;;;;;;F series;;
192;F-0028;192;Y;;;;;text;/upload/iblock/80a/80a08c3e7fe4c0abe3f5aab9cbc4e19e.png;Colorful water decal on transparent film. Use only on white background.;text;0028_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0028;;;;;;;;;;;;;;;;;;;F series;;
193;F-0029;193;Y;;;;;text;/upload/iblock/feb/feb75171e47c5bf26b34cde0f85cf9c6.png;Colorful water decal on transparent film. Use only on white background.;text;0029_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0029;;;;;;;;;;;;;;;;;;;F series;;
194;F-0030;194;Y;;;;;text;/upload/iblock/ed0/ed0fc07b4245ed6875edf7047fa6943d.png;Colorful water decal on transparent film. Use only on white background.;text;0030_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0030;;;;;;;;;;;;;;;;;;;F series;;
195;F-0031;195;Y;;;;;text;/upload/iblock/a51/a51ba708df60f3b5a0dc3c9e54fe022a.png;Colorful water decal on transparent film. Use only on white background.;text;0031_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0031;;;;;;;;;;;;;;;;;;;F series;;
196;F-0032;196;Y;;;;;text;/upload/iblock/438/4381ff700d6cb4ca0e485c4308c90a1c.png;Colorful water decal on transparent film. Use only on white background.;text;0032_f;500;;;;Colorful;Lace;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Lace;;;;WD-TF-F-0032;;;;;;;;;;;;;;;;;;;F series;;
197;F-0033;197;Y;;;;;text;/upload/iblock/8e6/8e6e95d03873dd4875523c8f60c2df5c.png;Colorful water decal on transparent film. Use only on white background.;text;0033_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Others;;;;WD-TF-F-0033;;;;;;;;;;;;;;;;;;;F series;;
198;F-0034;198;Y;;;;;text;/upload/iblock/abc/abc88a228deeb725eb9909c19952ed02.png;Colorful water decal on transparent film. Use only on white background.;text;0034_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0034;;;;;;;;;;;;;;;;;;;F series;;
199;F-0035;199;Y;;;;;text;/upload/iblock/7e7/7e755eb0ff220750181c3164054f5db6.png;Colorful water decal on transparent film. Use only on white background.;text;0035_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0035;;;;;;;;;;;;;;;;;;;F series;;
200;F-0036;200;Y;;;;;text;/upload/iblock/ca1/ca19f79dfa52080e0e609d532c283d4e.png;Colorful water decal on transparent film. Use only on white background.;text;0036_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0036;;;;;;;;;;;;;;;;;;;F series;;
201;F-0037;201;Y;;;;;text;/upload/iblock/401/401767cc7c54695a98434712c7168a83.png;Colorful water decal on transparent film. Use only on white background.;text;0037_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Flowers;;;;WD-TF-F-0037;;;;;;;;;;;;;;;;;;;F series;;
202;F-0038;202;Y;;;;;text;/upload/iblock/bae/baede53bfda8d80ca8f03873f2874c64.png;Colorful water decal on transparent film. Use only on white background.;text;0038_f;500;;;;Colorful;Abstraction;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Abstraction;;;;WD-TF-F-0038;;;;;;;;;;;;;;;;;;;F series;;
203;F-0039;203;Y;;;;;text;/upload/iblock/376/376818c657ec57ea725ec758f0c2161a.png;Colorful water decal on transparent film. Use only on white background.;text;0039_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0039;;;;;;;;;;;;;;;;;;;F series;;
204;F-0040;204;Y;;;;;text;/upload/iblock/36f/36f30e980cb299ec39af8d969c311a38.png;Colorful water decal on transparent film. Use only on white background.;text;0040_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0040;;;;;;;;;;;;;;;;;;;F series;;
205;F-0041;205;Y;;;;;text;/upload/iblock/3ad/3adaeed9426bdf0102c34a39d2ab762c.png;Colorful water decal on transparent film. Use only on white background.;text;0041_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0041;;;;;;;;;;;;;;;;;;;F series;;
206;F-0042;206;Y;;;;;text;/upload/iblock/364/36476c8e78b402f31033e99f533f380c.png;Colorful water decal on transparent film. Use only on white background.;text;0042_f;500;;;;Colorful;Abstraction;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Abstraction;;;;WD-TF-F-0042;;;;;;;;;;;;;;;;;;;F series;;
207;F-0043;207;Y;;;;;text;/upload/iblock/206/206dabbb3cbc2d920f857595d9511942.png;Colorful water decal on transparent film. Use only on white background.;text;0043_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0043;;;;;;;;;;;;;;;;;;;F series;;
208;F-0044;208;Y;;;/upload/iblock/3f5/3f58873ec4bafefeb5aa54d37eff4697.png;Colorful water decal on transparent film. Use only on white background.;text;/upload/iblock/ba2/ba2311ce294889a9f85c68339e160ce4.png;Colorful water decal on transparent film. Use only on white background.;text;0044_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0044;;;;;;;;;;;;;;;;;;;F series;;
209;F-0045;209;Y;;;;;text;/upload/iblock/1e7/1e782de5e3153a7a85a6d27d04e83dbd.png;Colorful water decal on transparent film. Use only on white background.;text;0045_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0045;;;;;;;;;;;;;;;;;;;F series;;
210;F-0046;210;Y;;;;;text;/upload/iblock/40f/40fab7fb2bf167a4f0830a8bab0774d6.png;Colorful water decal on transparent film. Use only on white background.;text;0046_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0046;;;;;;;;;;;;;;;;;;;F series;;
211;F-0047;211;Y;;;;;text;/upload/iblock/9d7/9d73acaf9fc30f0f6daf55c654c85882.png;Colorful water decal on transparent film. Use only on white background.;text;0047_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0047;;;;;;;;;;;;;;;;;;;F series;;
212;F-0048;212;Y;;;;;text;/upload/iblock/d51/d51e11e8cdacd20bb548deafec15a868.png;Colorful water decal on transparent film. Use only on white background.;text;0048_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0048;;;;;;;;;;;;;;;;;;;F series;;
213;F-0049;213;Y;;;;;text;/upload/iblock/8e7/8e7cad5a6167f18bac45df70395d26f5.png;Colorful water decal on transparent film. Use only on white background.;text;0049_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0049;;;;;;;;;;;;;;;;;;;F series;;
214;F-0050;214;Y;;;;;text;/upload/iblock/2f4/2f48dd4ddb65674a5114446de4919899.png;Colorful water decal on transparent film. Use only on white background.;text;0050_f;500;;Popular;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0050;;;;;;;;;;;;;;;;;;;F series;;
215;F-0051;215;Y;;;;;text;/upload/iblock/250/25036956e515a69e77e6701f31811035.png;Colorful water decal on transparent film. Use only on white background.;text;0051_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0051;;;;;;;;;;;;;;;;;;;F series;;
216;F-0052;216;Y;;;;;text;/upload/iblock/59e/59e7df3adca17c3d9a3f111796efb13e.png;Colorful water decal on transparent film. Use only on white background.;text;0052_f;500;;;;Colorful;Chabby Chic;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Chabby Chic;;;;WD-TF-F-0052;;;;;;;;;;;;;;;;;;;F series;;
217;F-0053;217;Y;;;;;text;/upload/iblock/b29/b2961b60ba8c2ecd6eeefc7db344cd10.png;Colorful water decal on transparent film. Use only on white background.;text;0053_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0053;;;;;;;;;;;;;;;;;;;F series;;
218;F-0054;218;Y;;;;;text;/upload/iblock/fe7/fe79306fa6b444ee71d93da0c684d5ff.png;Colorful water decal on transparent film. Use only on white background.;text;0054_f;500;;Popular;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Animals;;;;WD-TF-F-0054;;;;;;;;;;;;;;;;;;;F series;;
219;F-0055;219;Y;;;;;text;/upload/iblock/1aa/1aaa305763aa915af3b5c7dcbe045261.png;Colorful water decal on transparent film. Use only on white background.;text;0055_f;500;;;;Colorful;Chabby Chic;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Chabby Chic;;;;WD-TF-F-0055;;;;;;;;;;;;;;;;;;;F series;;
220;F-0056;220;Y;;;;;text;/upload/iblock/bcf/bcfa2ea62ea531926b7a3cf37bc169da.png;Colorful water decal on transparent film. Use only on white background.;text;0056_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0056;;;;;;;;;;;;;;;;;;;F series;;
221;F-0057;221;Y;;;;;text;/upload/iblock/b77/b7799016708fd53d32f0a04c9e051c0b.png;Colorful water decal on transparent film. Use only on white background.;text;0057_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0057;;;;;;;;;;;;;;;;;;;F series;;
222;F-0058;222;Y;;;;;text;/upload/iblock/eb7/eb75311272749cfb4b193c1802cc9ff8.png;Colorful water decal on transparent film. Use only on white background.;text;0058_f;500;;;;Colorful;Heroes;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Heroes;;;;WD-TF-F-0058;;;;;;;;;;;;;;;;;;;F series;;
223;F-0059;223;Y;;;;;text;/upload/iblock/01c/01c291971f092d0563653cce268fb96a.png;Colorful water decal on transparent film. Use only on white background.;text;0059_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0059;;;;;;;;;;;;;;;;;;;F series;;
224;F-0060;224;Y;;;;;text;/upload/iblock/f05/f05c8c92c72d71943e2f97d5584d286d.png;Colorful water decal on transparent film. Use only on white background.;text;0060_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0060;;;;;;;;;;;;;;;;;;;F series;;
225;F-0061;225;Y;;;;;text;/upload/iblock/7ad/7adb8dc56f13de939769d88828ccc4cc.png;Colorful water decal on transparent film. Use only on white background.;text;0061_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0061;;;;;;;;;;;;;;;;;;;F series;;
226;F-0062;226;Y;;;;;text;/upload/iblock/f8c/f8c16c37dab2a024a5e70d72cfc0c0d1.png;Colorful water decal on transparent film. Use only on white background.;text;0062_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0062;;;;;;;;;;;;;;;;;;;F series;;
227;F-0063;227;Y;;;;;text;/upload/iblock/b5a/b5a51c75706b3f15081457f29ddce301.png;Colorful water decal on transparent film. Use only on white background.;text;0063_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0063;;;;;;;;;;;;;;;;;;;F series;;
228;F-0064;228;Y;;;;;text;/upload/iblock/364/3647e34e5db68a5339f41659939cc5ae.png;Colorful water decal on transparent film. Use only on white background.;text;0064_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0064;;;;;;;;;;;;;;;;;;;F series;;
229;F-0065;229;Y;;;;;text;/upload/iblock/b4a/b4a0c5b1e04296e510985a6fb720e29f.png;Colorful water decal on transparent film. Use only on white background.;text;0065_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0065;;;;;;;;;;;;;;;;;;;F series;;
230;F-0066;230;Y;;;;;text;/upload/iblock/ec6/ec61d2c3cdcbe2dea45cd83220726bd0.png;Colorful water decal on transparent film. Use only on white background.;text;0066_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0066;;;;;;;;;;;;;;;;;;;F series;;
231;F-0067;231;Y;;;;;text;/upload/iblock/581/58163f080068909605161042fd1c3f4c.png;Colorful water decal on transparent film. Use only on white background.;text;0067_f;500;;;;Colorful;Abstraction;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Abstraction;;;;WD-TF-F-0067;;;;;;;;;;;;;;;;;;;F series;;
232;F-0068;232;Y;;;;;text;/upload/iblock/499/499db845c4379a5ce8e0dc417321a371.png;Colorful water decal on transparent film. Use only on white background.;text;0068_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0068;;;;;;;;;;;;;;;;;;;F series;;
233;F-0069;233;Y;;;;;text;/upload/iblock/c37/c372866ae929bea418ca2f69cc7c90b2.png;Colorful water decal on transparent film. Use only on white background.;text;0069_f;500;;;;Colorful;Lace;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Lace;;;;WD-TF-F-0069;;;;;;;;;;;;;;;;;;;F series;;
234;F-0070;234;Y;;;;;text;/upload/iblock/7bc/7bc455beaa6ae8073435b1688b601adc.png;Colorful water decal on transparent film. Use only on white background.;text;0070_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0070;;;;;;;;;;;;;;;;;;;F series;;
235;F-0071;235;Y;;;;;text;/upload/iblock/b1e/b1eeed0871302a07dd3f8f9af5f711cf.png;Colorful water decal on transparent film. Use only on white background.;text;0071_f;500;;;;Colorful;People;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;People;;;;WD-TF-F-0071;;;;;;;;;;;;;;;;;;;F series;;
236;F-0072;236;Y;;;;;text;/upload/iblock/ecb/ecb23c29470b9094730365be75e2caa9.png;Colorful water decal on transparent film. Use only on white background.;text;0072_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0072;;;;;;;;;;;;;;;;;;;F series;;
237;F-0073;237;Y;;;;;text;/upload/iblock/418/4182eae3fa329632932fe628e8baac5b.png;Colorful water decal on transparent film. Use only on white background.;text;0073_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0073;;;;;;;;;;;;;;;;;;;F series;;
238;F-0074;238;Y;;;;;text;/upload/iblock/1b5/1b5b9cb22503ec9c82f304d5c12b5e71.png;Colorful water decal on transparent film. Use only on white background.;text;0074_f;500;;;;Colorful;Heroes;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Heroes;;;;WD-TF-F-0074;;;;;;;;;;;;;;;;;;;F series;;
239;F-0075;239;Y;;;;;text;/upload/iblock/bf8/bf85783c72a8efb5b5cd30c7f97a04d4.png;Colorful water decal on transparent film. Use only on white background.;text;0075_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Animals;;;;WD-TF-F-0075;;;;;;;;;;;;;;;;;;;F series;;
240;F-0076;240;Y;;;;;text;/upload/iblock/580/580065663b7e85f2355ee77948efccb4.png;Colorful water decal on transparent film. Use only on white background.;text;0076_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Animals;;;;WD-TF-F-0076;;;;;;;;;;;;;;;;;;;F series;;
241;F-0077;241;Y;;;;;text;/upload/iblock/aed/aedb8ebd12d3b7a75535655395bf9bbf.png;Colorful water decal on transparent film. Use only on white background.;text;0077_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0077;;;;;;;;;;;;;;;;;;;F series;;
242;F-0078;242;Y;;;;;text;/upload/iblock/d56/d5673f2645cc88edc9972f119a1655f5.png;Colorful water decal on transparent film. Use only on white background.;text;0078_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0078;;;;;;;;;;;;;;;;;;;F series;;
243;F-0079;243;Y;;;;;text;/upload/iblock/302/30240d0b535f56ca08de54651d703c1b.png;Colorful water decal on transparent film. Use only on white background.;text;0079_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0079;;;;;;;;;;;;;;;;;;;F series;;
244;F-0080;244;Y;;;;;text;/upload/iblock/7f2/7f26c2b97ec82044508e331ade6bf475.png;Colorful water decal on transparent film. Use only on white background.;text;0080_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0080;;;;;;;;;;;;;;;;;;;F series;;
245;F-0081;245;Y;;;;;text;/upload/iblock/7ab/7ab47b717d008e5b958e9ef73810fd15.png;Colorful water decal on transparent film. Use only on white background.;text;0081_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0081;;;;;;;;;;;;;;;;;;;F series;;
246;F-0082;246;Y;;;;;text;/upload/iblock/4a6/4a62414eaf9328fc54ebe3a2b127cab1.png;Colorful water decal on transparent film. Use only on white background.;text;0082_f;500;;;;Colorful;Animals;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Animals;;;;WD-TF-F-0082;;;;;;;;;;;;;;;;;;;F series;;
247;F-0083;247;Y;;;;;text;/upload/iblock/564/564b08a74206b28271a39e8bfa30413e.png;Colorful water decal on transparent film. Use only on white background.;text;0083_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0083;;;;;;;;;;;;;;;;;;;F series;;
248;F-0084;248;Y;;;;;text;/upload/iblock/102/102b5a5912d5709fbe1379cc32508c22.png;Colorful water decal on transparent film. Use only on white background.;text;0084_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;30;F;Mixed;;;;WD-TF-F-0084;;;;;;;;;;;;;;;;;;;F series;;
249;F-0085;249;Y;;;;;text;/upload/iblock/ea9/ea9350d1b5cddf63cf1dae595c0b9f5d.png;Colorful water decal on transparent film. Use only on white background.;text;0085_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;21;F;Mixed;;;;WD-TF-F-0085;;;;;;;;;;;;;;;;;;;F series;;
250;F-0086;250;Y;;;;;text;/upload/iblock/e22/e220d59a357a1096d8ee8f102466ca62.png;Colorful water decal on transparent film. Use only on white background.;text;0086_f;500;;;;Colorful;Butterfly;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Butterfly;;;;WD-TF-F-0086;;;;;;;;;;;;;;;;;;;F series;;
251;F-0087;251;Y;;;;;text;/upload/iblock/e3a/e3a1e4eeec5ec4a3279f5f2b65d9a941.png;Colorful water decal on transparent film. Use only on white background.;text;0087_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0087;;;;;;;;;;;;;;;;;;;F series;;
252;F-0088;252;Y;;;;;text;/upload/iblock/2de/2dee3d68ec3a66d3267a7475272a4569.png;Colorful water decal on transparent film. Use only on white background.;text;0088_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0088;;;;;;;;;;;;;;;;;;;F series;;
253;F-0089;253;Y;;;;;text;/upload/iblock/447/447050649357ff7ca95255752eafa6e4.png;Colorful water decal on transparent film. Use only on white background.;text;0089_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0089;;;;;;;;;;;;;;;;;;;F series;;
254;F-0090;254;Y;;;;;text;/upload/iblock/e4e/e4ec88704f305d636e50bd70805cca8c.png;Colorful water decal on transparent film. Use only on white background.;text;0090_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0090;;;;;;;;;;;;;;;;;;;F series;;
255;F-0091;255;Y;;;;;text;/upload/iblock/376/376c93c83c7a2373cc3b68097cc02bc9.png;Colorful water decal on transparent film. Use only on white background.;text;0091_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0091;;;;;;;;;;;;;;;;;;;F series;;
256;F-0092;256;Y;;;;;text;/upload/iblock/adf/adf9ba23554bf9496c646e3cbacd58b6.png;Colorful water decal on transparent film. Use only on white background.;text;0092_f;500;;;;Colorful;People;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;People;;;;WD-TF-F-0092;;;;;;;;;;;;;;;;;;;F series;;
257;F-0093;257;Y;;;;;text;/upload/iblock/316/31697245df8ef7d177ca4ba08d17a173.png;Colorful water decal on transparent film. Use only on white background.;text;0093_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0093;;;;;;;;;;;;;;;;;;;F series;;
258;F-0094;258;Y;;;;;text;/upload/iblock/f6c/f6c44c311aca4c1bebda7375c21cb019.png;Colorful water decal on transparent film. Use only on white background.;text;0094_f;500;;;;Colorful;Mixed;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Mixed;;;;WD-TF-F-0094;;;;;;;;;;;;;;;;;;;F series;;
259;F-0095;259;Y;;;;;text;/upload/iblock/a7a/a7a3d807524d92ebb7c3c4686ff67267.png;Colorful water decal on transparent film. Use only on white background.;text;0095_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0095;;;;;;;;;;;;;;;;;;;F series;;
260;F-0096;260;Y;;;;;text;/upload/iblock/7fc/7fc1e30699feefc5a774b59eaefb2953.png;Colorful water decal on transparent film. Use only on white background.;text;0096_f;500;;;;Colorful;Pattern;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Pattern;;;;WD-TF-F-0096;;;;;;;;;;;;;;;;;;;F series;;
261;F-0097;261;Y;;;;;text;/upload/iblock/90e/90ed444800d1a2de636095655c9ac36a.png;Colorful water decal on transparent film. Use only on white background.;text;0097_f;500;;;;Colorful;Others;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Others;;;;WD-TF-F-0097;;;;;;;;;;;;;;;;;;;F series;;
262;F-0098;262;Y;;;;;text;/upload/iblock/175/175e9472f1da7d83a558ab2eca6c8cd5.png;Colorful water decal on transparent film. Use only on white background.;text;0098_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0098;;;;;;;;;;;;;;;;;;;F series;;
263;F-0099;263;Y;;;;;text;/upload/iblock/3ab/3ab6130a448b79f44992dd775b10f436.png;Colorful water decal on transparent film. Use only on white background.;text;0099_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0099;;;;;;;;;;;;;;;;;;;F series;;
264;F-0100;264;Y;;;;;text;/upload/iblock/6a2/6a2c56f2e846ce7ffb92ca13fe1fac8a.png;Colorful water decal on transparent film. Use only on white background.;text;0100_f;500;;;;Colorful;Flowers;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Flowers;;;;WD-TF-F-0100;;;;;;;;;;;;;;;;;;;F series;;
265;F-0101;265;Y;;;;;text;/upload/iblock/979/97928e43f7095d35bc0e95d339c2634e.png;Colorful water decal on transparent film. Use only on white background.;text;0101_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0101;;;;;;;;;;;;;;;;;;;F series;;
266;F-0102;266;Y;;;;;text;/upload/iblock/121/121555afaf4b5c90655a8771bc502771.png;Colorful water decal on transparent film. Use only on white background.;text;0102_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0102;;;;;;;;;;;;;;;;;;;F series;;
267;F-0103;267;Y;;;;;text;/upload/iblock/24a/24ab051cf87acb54897dbbc2edbd5eee.png;Colorful water decal on transparent film. Use only on white background.;text;0103_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0103;;;;;;;;;;;;;;;;;;;F series;;
268;F-0104;268;Y;;;;;text;/upload/iblock/c85/c85b405d79b6fb846e2f33eb7c5dad3d.png;Colorful water decal on transparent film. Use only on white background.;text;0104_f;500;;;;Colorful;Seosons;Lucky Rose;A thin transparent film of 8-10 microns.;14;F;Seosons;;;;WD-TF-F-0104;;;;;;;;;;;;;;;;;;;F series;;
