IE_XML_ID;IE_NAME;IE_SORT;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP27;IP_PROP29;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP37;IP_PROP38;IP_PROP40;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP49;IP_PROP50;IP_PROP51;IP_PROP52;IP_PROP53;IP_PROP54;IP_PROP55;IP_PROP56;IP_PROP57;IP_PROP58;IP_PROP59;IP_PROP60;IP_PROP61;IP_PROP62;IP_PROP63;IP_PROP64;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
209;F-0045;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0045;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
210;F-0046;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0046;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
211;F-0047;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;;;;WD-TF-F-0047;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
212;F-0048;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0048;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
213;F-0049;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0049;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
214;F-0050;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0050;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
215;F-0051;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0051;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
216;F-0052;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;;;;WD-TF-F-0052;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
217;F-0053;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0053;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
218;F-0054;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;;;;WD-TF-F-0054;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
219;F-0055;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;;;;WD-TF-F-0055;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
220;F-0056;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0056;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
221;F-0057;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0057;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
222;F-0058;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;14;Lucky Rose;;;;WD-TF-F-0058;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
223;F-0059;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0059;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
224;F-0060;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0060;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
225;F-0061;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0061;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
226;F-0062;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0062;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
227;F-0063;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0063;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
228;F-0064;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0064;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
229;F-0065;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0065;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
230;F-0066;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0066;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
231;F-0067;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Abstraction;A thin transparent film of 8-10 microns.;F;Abstraction;14;Lucky Rose;;;;WD-TF-F-0067;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
232;F-0068;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0068;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
233;F-0069;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Lace;A thin transparent film of 8-10 microns.;F;Lace;14;Lucky Rose;;;;WD-TF-F-0069;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
234;F-0070;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0070;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
235;F-0071;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;;;;WD-TF-F-0071;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
236;F-0072;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0072;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
237;F-0073;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0073;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
238;F-0074;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;21;Lucky Rose;;;;WD-TF-F-0074;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
239;F-0075;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;30;Lucky Rose;;;;WD-TF-F-0075;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
240;F-0076;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;30;Lucky Rose;;;;WD-TF-F-0076;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
241;F-0077;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0077;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
242;F-0078;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0078;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
243;F-0079;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0079;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
244;F-0080;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0080;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
245;F-0081;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0081;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
246;F-0082;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0082;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
247;F-0083;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0083;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
248;F-0084;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;;;;WD-TF-F-0084;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
249;F-0085;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0085;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
250;F-0086;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Butterfly;A thin transparent film of 8-10 microns.;F;Butterfly;14;Lucky Rose;;;;WD-TF-F-0086;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
251;F-0087;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0087;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
252;F-0088;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0088;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
253;F-0089;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0089;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
254;F-0090;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0090;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
255;F-0091;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0091;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
256;F-0092;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;;;;WD-TF-F-0092;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
257;F-0093;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0093;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
258;F-0094;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0094;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
259;F-0095;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0095;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
260;F-0096;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0096;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
261;F-0097;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0097;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
262;F-0098;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0098;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
263;F-0099;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0099;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
264;F-0100;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0100;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
265;F-0101;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0101;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
266;F-0102;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0102;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
267;F-0103;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0103;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
268;F-0104;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0104;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
269;F-0105;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0105;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
270;F-0106;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0106;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
271;F-0107;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0107;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
272;F-0108;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;;;;WD-TF-F-0108;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
273;F-0109;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;;;;WD-TF-F-0109;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
274;F-0110;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0110;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
275;F-0111;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0111;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
276;F-0112;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0112;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
277;F-0113;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0113;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
278;F-0114;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;;;;WD-TF-F-0114;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
279;F-0115;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0115;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
280;F-0116;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0116;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
281;F-0117;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;30;Lucky Rose;;;;WD-TF-F-0117;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
282;F-0118;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0118;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
283;F-0119;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;30;Lucky Rose;;;;WD-TF-F-0119;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
284;F-0120;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0120;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
285;F-0121;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0121;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
286;F-0122;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;;;;WD-TF-F-0122;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
287;F-0123;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0123;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
288;F-0124;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Butterfly;A thin transparent film of 8-10 microns.;F;Butterfly;14;Lucky Rose;;;;WD-TF-F-0124;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
289;F-0125;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;;;;WD-TF-F-0125;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
290;F-0126;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0126;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
291;F-0127;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0127;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
292;F-0128;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0128;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
293;F-0129;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0129;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
294;F-0130;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0130;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
295;F-0131;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0131;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
296;F-0132;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;;;;WD-TF-F-0132;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
297;F-0133;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;F;Inscriptions;21;Lucky Rose;;;;WD-TF-F-0133;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
298;F-0134;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;30;Lucky Rose;;;;WD-TF-F-0134;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
299;F-0135;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0135;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
300;F-0136;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0136;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
301;F-0137;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Fruits;A thin transparent film of 8-10 microns.;F;Fruits;14;Lucky Rose;;;;WD-TF-F-0137;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
302;F-0138;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Fruits;A thin transparent film of 8-10 microns.;F;Fruits;30;Lucky Rose;;;;WD-TF-F-0138;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
303;F-0139;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0139;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
304;F-0140;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;;;;WD-TF-F-0140;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
305;F-0141;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0141;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
306;F-0142;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0142;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
307;F-0143;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0143;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
308;F-0144;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;;;;WD-TF-F-0144;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
309;F-0145;500;;Colorful water decal on transparent film. Use only on white background.;Popular;;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;;;;WD-TF-F-0145;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
310;F-0146;500;;Colorful water decal on transparent film. Use only on white background.;;;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;30;Lucky Rose;;;;WD-TF-F-0146;;;;;;;;;;;;;;;;;;;F series;;;200;0;0;0;0;;;1,99;USD
