IE_NAME;IE_ID;IE_CODE;IC_GROUP0;IP_PROP36;IP_PROP70;IP_PROP71;IP_PROP72;IP_PROP74;IP_PROP75;IP_PROP76;IP_PROP46;CP_QUANTITY;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
Black-0048;;black_0048;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0048;200;;;1,99;USD
Black-0049;;black_0049;Black series;Black;Flowers;A thin transparent film of 8-10 microns.;Black;Flowers;30;Lucky Rose;WD-TF-B-0049;200;;;1,99;USD
Black-0050;;black_0050;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0050;200;;;1,99;USD
Black-0051;;black_0051;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0051;200;;;1,99;USD
Black-0052;;black_0052;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0052;200;;;1,99;USD
Black-0053;;black_0053;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0053;200;;;1,99;USD
Black-0054;;black_0054;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0054;200;;;1,99;USD
Black-0055;;black_0055;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0055;200;;;1,99;USD
Black-0056;;black_0056;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;21;Lucky Rose;WD-TF-B-0056;200;;;1,99;USD
Black-0057;;black_0057;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0057;200;;;1,99;USD
Black-0058;;black_0058;Black series;Black;Seosons;A thin transparent film of 8-10 microns.;Black;Seosons;30;Lucky Rose;WD-TF-B-0058;200;;;1,99;USD
Black-0059;;black_0059;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;30;Lucky Rose;WD-TF-B-0059;200;;;1,99;USD
Black-0060;;black_0060;Black series;Black;Inscriptions;A thin transparent film of 8-10 microns.;Black;Inscriptions;30;Lucky Rose;WD-TF-B-0060;200;;;1,99;USD
Black-0061;;black_0061;Black series;Black;Mixed;A thin transparent film of 8-10 microns.;Black;Mixed;21;Lucky Rose;WD-TF-B-0061;200;;;1,99;USD
Black-0062;;black_0062;Black series;Black;Seosons;A thin transparent film of 8-10 microns.;Black;Seosons;30;Lucky Rose;WD-TF-B-0062;200;;;1,99;USD
Coloring-0001;106;coloring_0001;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0001;200;;;1,99;USD
Coloring-0002;107;coloring_0002;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0002;200;;;1,99;USD
Coloring-0003;108;coloring_0003;Stencils;Black;Pattern;A thin transparent film of 8-10 microns.;Coloring;Pattern;14;Lucky Rose;WD-TF-C-0003;200;;;1,99;USD
Coloring-0004;109;coloring_0004;Stencils;Black;Fruits;A thin transparent film of 8-10 microns.;Coloring;Fruits;14;Lucky Rose;WD-TF-C-0004;200;;;1,99;USD
Coloring-0005;110;coloring_0005;Stencils;Black;Floral;A thin transparent film of 8-10 microns.;Coloring;Floral;14;Lucky Rose;WD-TF-C-0005;200;;;1,99;USD
Coloring-0006;111;coloring_0006;Stencils;Black;Butterfly;A thin transparent film of 8-10 microns.;Coloring;Butterfly;14;Lucky Rose;WD-TF-C-0006;200;;;1,99;USD
Coloring-0007;112;coloring_0007;Stencils;Black;Geometry;A thin transparent film of 8-10 microns.;Coloring;Geometry;14;Lucky Rose;WD-TF-C-0007;200;;;1,99;USD
Coloring-0008;434;coloring_0008;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0008;200;;;1,99;USD
Coloring-0009;435;coloring_0009;Stencils;Black;Pattern;A thin transparent film of 8-10 microns.;Coloring;Pattern;14;Lucky Rose;WD-TF-C-0009;200;;;1,99;USD
Coloring-0010;436;coloring_0010;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0010;200;;;1,99;USD
Coloring-0011;437;coloring_0011;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0011;200;;;1,99;USD
Coloring-0012;438;coloring_0012;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0012;200;;;1,99;USD
Coloring-0013;439;coloring_0013;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0013;200;;;1,99;USD
Coloring-0014;440;coloring_0014;Stencils;Black;Others;A thin transparent film of 8-10 microns.;Coloring;Others;14;Lucky Rose;WD-TF-C-0014;200;;;1,99;USD
Coloring-0015;441;coloring_0015;Stencils;Black;Others;A thin transparent film of 8-10 microns.;Coloring;Others;14;Lucky Rose;WD-TF-C-0015;200;;;1,99;USD
Coloring-0016;442;coloring_0016;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0016;200;;;1,99;USD
Coloring-0017;443;coloring_0017;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0017;200;;;1,99;USD
Coloring-0018;444;coloring_0018;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0018;200;;;1,99;USD
Coloring-0019;445;coloring_0019;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0019;200;;;1,99;USD
Coloring-0020;446;coloring_0020;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0020;200;;;1,99;USD
Coloring-0021;447;coloring_0021;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0021;200;;;1,99;USD
Coloring-0022;448;coloring_0022;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0022;200;;;1,99;USD
Coloring-0023;449;coloring_0023;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0023;200;;;1,99;USD
Coloring-0024;450;coloring_0024;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0024;200;;;1,99;USD
Coloring-0025;451;coloring_0025;Stencils;Black;Heroes;A thin transparent film of 8-10 microns.;Coloring;Heroes;14;Lucky Rose;WD-TF-C-0025;200;;;1,99;USD
F-0001;50;F_0001;F series;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;WD-TF-F-0001;200;;;1,99;USD
F-0002;51;F_0002;F series;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;WD-TF-F-0002;200;;;1,99;USD
F-0003;52;F_0003;F series;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;WD-TF-F-0003;200;;;1,99;USD
F-0004;53;F_0004;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0004;200;;;1,99;USD
F-0005;54;F_0005;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0005;200;;;1,99;USD
F-0006;55;F_0006;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0006;200;;;1,99;USD
F-0007;56;F_0007;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0007;200;;;1,99;USD
F-0008;171;F_0008;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0008;200;;;1,99;USD
F-0009;173;F_0009;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0009;200;;;1,99;USD
F-0010;174;F_0010;F series;Colorful;Lace;A thin transparent film of 8-10 microns.;F;Lace;14;Lucky Rose;WD-TF-F-0010;200;;;1,99;USD
F-0011;175;F_0011;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0011;200;;;1,99;USD
F-0012;176;F_0012;F series;Colorful;Inscriptions;A thin transparent film of 8-10 microns.;F;Inscriptions;14;Lucky Rose;WD-TF-F-0012;200;;;1,99;USD
F-0013;177;F_0013;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0013;200;;;1,99;USD
F-0014;178;F_0014;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0014;200;;;1,99;USD
F-0015;179;F_0015;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0015;200;;;1,99;USD
F-0016;180;F_0016;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0016;200;;;1,99;USD
F-0017;181;F_0017;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0017;200;;;1,99;USD
F-0018;182;F_0018;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0018;200;;;1,99;USD
F-0019;183;F_0019;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0019;200;;;1,99;USD
F-0020;184;F_0020;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0020;200;;;1,99;USD
F-0021;185;F_0021;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0021;200;;;1,99;USD
F-0022;186;F_0022;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0022;200;;;1,99;USD
F-0023;187;F_0023;F series;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;WD-TF-F-0023;200;;;1,99;USD
F-0024;188;F_0024;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0024;200;;;1,99;USD
F-0025;189;F_0025;F series;Colorful;Fruits;A thin transparent film of 8-10 microns.;F;Fruits;14;Lucky Rose;WD-TF-F-0025;200;;;1,99;USD
F-0026;190;F_0026;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0026;200;;;1,99;USD
F-0027;191;F_0027;F series;Colorful;Butterfly;A thin transparent film of 8-10 microns.;F;Butterfly;14;Lucky Rose;WD-TF-F-0027;200;;;1,99;USD
F-0028;192;F_0028;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0028;200;;;1,99;USD
F-0029;193;F_0029;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0029;200;;;1,99;USD
F-0030;194;F_0030;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0030;200;;;1,99;USD
F-0031;195;F_0031;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0031;200;;;1,99;USD
F-0032;196;F_0032;F series;Colorful;Lace;A thin transparent film of 8-10 microns.;F;Lace;14;Lucky Rose;WD-TF-F-0032;200;;;1,99;USD
F-0033;197;F_0033;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;21;Lucky Rose;WD-TF-F-0033;200;;;1,99;USD
F-0034;198;F_0034;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0034;200;;;1,99;USD
F-0035;199;F_0035;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0035;200;;;1,99;USD
F-0036;200;F_0036;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0036;200;;;1,99;USD
F-0037;201;F_0037;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;21;Lucky Rose;WD-TF-F-0037;200;;;1,99;USD
F-0038;202;F_0038;F series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;F;Abstraction;14;Lucky Rose;WD-TF-F-0038;200;;;1,99;USD
F-0039;203;F_0039;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0039;200;;;1,99;USD
F-0040;204;F_0040;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0040;200;;;1,99;USD
F-0041;205;F_0041;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0041;200;;;1,99;USD
F-0042;206;F_0042;F series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;F;Abstraction;14;Lucky Rose;WD-TF-F-0042;200;;;1,99;USD
F-0043;207;F_0043;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0043;200;;;1,99;USD
F-0044;208;F_0044;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0044;200;;;1,99;USD
F-0045;209;F_0045;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0045;200;;;1,99;USD
F-0046;210;F_0046;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0046;200;;;1,99;USD
F-0047;211;F_0047;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0047;200;;;1,99;USD
F-0048;212;F_0048;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0048;200;;;1,99;USD
F-0049;213;F_0049;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0049;200;;;1,99;USD
F-0050;214;F_0050;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0050;200;;;1,99;USD
F-0051;215;F_0051;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0051;200;;;1,99;USD
F-0052;216;F_0052;F series;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;WD-TF-F-0052;200;;;1,99;USD
F-0053;217;F_0053;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0053;200;;;1,99;USD
F-0054;218;F_0054;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0054;200;;;1,99;USD
F-0055;219;F_0055;F series;Colorful;Chabby Chic;A thin transparent film of 8-10 microns.;F;Chabby Chic;14;Lucky Rose;WD-TF-F-0055;200;;;1,99;USD
F-0056;220;F_0056;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0056;200;;;1,99;USD
F-0057;221;F_0057;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0057;200;;;1,99;USD
F-0058;222;F_0058;F series;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;14;Lucky Rose;WD-TF-F-0058;200;;;1,99;USD
F-0059;223;F_0059;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0059;200;;;1,99;USD
F-0060;224;F_0060;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0060;200;;;1,99;USD
F-0061;225;F_0061;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0061;200;;;1,99;USD
F-0062;226;F_0062;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0062;200;;;1,99;USD
F-0063;227;F_0063;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0063;200;;;1,99;USD
F-0064;228;F_0064;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0064;200;;;1,99;USD
F-0065;229;F_0065;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0065;200;;;1,99;USD
F-0066;230;F_0066;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0066;200;;;1,99;USD
F-0067;231;F_0067;F series;Colorful;Abstraction;A thin transparent film of 8-10 microns.;F;Abstraction;14;Lucky Rose;WD-TF-F-0067;200;;;1,99;USD
F-0068;232;F_0068;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0068;200;;;1,99;USD
F-0069;233;F_0069;F series;Colorful;Lace;A thin transparent film of 8-10 microns.;F;Lace;14;Lucky Rose;WD-TF-F-0069;200;;;1,99;USD
F-0070;234;F_0070;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0070;200;;;1,99;USD
F-0071;235;F_0071;F series;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;WD-TF-F-0071;200;;;1,99;USD
F-0072;236;F_0072;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0072;200;;;1,99;USD
F-0073;237;F_0073;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0073;200;;;1,99;USD
F-0074;238;F_0074;F series;Colorful;Heroes;A thin transparent film of 8-10 microns.;F;Heroes;21;Lucky Rose;WD-TF-F-0074;200;;;1,99;USD
F-0075;239;F_0075;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;30;Lucky Rose;WD-TF-F-0075;200;;;1,99;USD
F-0076;240;F_0076;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;30;Lucky Rose;WD-TF-F-0076;200;;;1,99;USD
F-0077;241;F_0077;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0077;200;;;1,99;USD
F-0078;242;F_0078;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0078;200;;;1,99;USD
F-0079;243;F_0079;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0079;200;;;1,99;USD
F-0080;244;F_0080;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0080;200;;;1,99;USD
F-0081;245;F_0081;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0081;200;;;1,99;USD
F-0082;246;F_0082;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0082;200;;;1,99;USD
F-0083;247;F_0083;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0083;200;;;1,99;USD
F-0084;248;F_0084;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;30;Lucky Rose;WD-TF-F-0084;200;;;1,99;USD
F-0085;249;F_0085;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;21;Lucky Rose;WD-TF-F-0085;200;;;1,99;USD
F-0086;250;F_0086;F series;Colorful;Butterfly;A thin transparent film of 8-10 microns.;F;Butterfly;14;Lucky Rose;WD-TF-F-0086;200;;;1,99;USD
F-0087;251;F_0087;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0087;200;;;1,99;USD
F-0088;252;F_0088;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0088;200;;;1,99;USD
F-0089;253;F_0089;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0089;200;;;1,99;USD
F-0090;254;F_0090;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0090;200;;;1,99;USD
F-0091;255;F_0091;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0091;200;;;1,99;USD
F-0092;256;F_0092;F series;Colorful;People;A thin transparent film of 8-10 microns.;F;People;14;Lucky Rose;WD-TF-F-0092;200;;;1,99;USD
F-0093;257;F_0093;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0093;200;;;1,99;USD
F-0094;258;F_0094;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0094;200;;;1,99;USD
F-0095;259;F_0095;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0095;200;;;1,99;USD
F-0096;260;F_0096;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0096;200;;;1,99;USD
F-0097;261;F_0097;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0097;200;;;1,99;USD
F-0098;262;F_0098;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0098;200;;;1,99;USD
F-0099;263;F_0099;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0099;200;;;1,99;USD
F-0100;264;F_0100;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0100;200;;;1,99;USD
F-0101;265;F_0101;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0101;200;;;1,99;USD
F-0102;266;F_0102;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0102;200;;;1,99;USD
F-0103;267;F_0103;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0103;200;;;1,99;USD
F-0104;268;F_0104;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0104;200;;;1,99;USD
F-0105;269;F_0105;F series;Colorful;Others;A thin transparent film of 8-10 microns.;F;Others;14;Lucky Rose;WD-TF-F-0105;200;;;1,99;USD
F-0106;270;F_0106;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0106;200;;;1,99;USD
F-0107;271;F_0107;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0107;200;;;1,99;USD
F-0108;272;F_0108;F series;Colorful;Pattern;A thin transparent film of 8-10 microns.;F;Pattern;14;Lucky Rose;WD-TF-F-0108;200;;;1,99;USD
F-0109;273;F_0109;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;14;Lucky Rose;WD-TF-F-0109;200;;;1,99;USD
F-0110;274;F_0110;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0110;200;;;1,99;USD
F-0111;275;F_0111;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0111;200;;;1,99;USD
F-0112;276;F_0112;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0112;200;;;1,99;USD
F-0113;277;F_0113;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0113;200;;;1,99;USD
F-0114;278;F_0114;F series;Colorful;Seosons;A thin transparent film of 8-10 microns.;F;Seosons;14;Lucky Rose;WD-TF-F-0114;200;;;1,99;USD
F-0115;279;F_0115;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0115;200;;;1,99;USD
F-0116;280;F_0116;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0116;200;;;1,99;USD
F-0117;281;F_0117;F series;Colorful;Geometry;A thin transparent film of 8-10 microns.;F;Geometry;30;Lucky Rose;WD-TF-F-0117;200;;;1,99;USD
F-0118;282;F_0118;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0118;200;;;1,99;USD
F-0119;283;F_0119;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;30;Lucky Rose;WD-TF-F-0119;200;;;1,99;USD
F-0120;284;F_0120;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0120;200;;;1,99;USD
F-0121;285;F_0121;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0121;200;;;1,99;USD
F-0122;286;F_0122;F series;Colorful;Thematic;A thin transparent film of 8-10 microns.;F;Thematic;14;Lucky Rose;WD-TF-F-0122;200;;;1,99;USD
F-0123;287;F_0123;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0123;200;;;1,99;USD
F-0124;288;F_0124;F series;Colorful;Butterfly;A thin transparent film of 8-10 microns.;F;Butterfly;14;Lucky Rose;WD-TF-F-0124;200;;;1,99;USD
F-0125;289;F_0125;F series;Colorful;Mixed;A thin transparent film of 8-10 microns.;F;Mixed;14;Lucky Rose;WD-TF-F-0125;200;;;1,99;USD
F-0126;290;F_0126;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0126;200;;;1,99;USD
F-0127;291;F_0127;F series;Colorful;Animals;A thin transparent film of 8-10 microns.;F;Animals;21;Lucky Rose;WD-TF-F-0127;200;;;1,99;USD
F-0128;292;F_0128;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0128;200;;;1,99;USD
F-0129;293;F_0129;F series;Colorful;Flowers;A thin transparent film of 8-10 microns.;F;Flowers;14;Lucky Rose;WD-TF-F-0129;200;;;1,99;USD
